experiment_name,experiment_version,response,Q1,Q2,FOLLOWED_INSTRUCTIONS,paper_name,experiment_type,decoding_strategy,model_name,run_uid,collection_uid
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,google_gemma-2-9b-it,20240825_042508_eee6747f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,google_gemma-2-9b-it,20240825_042508_eee6747f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,google_gemma-2-9b-it,20240825_042508_eee6747f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,google_gemma-2-9b-it,20240825_042508_eee6747f,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-72B-Chat,20240825_042930_7c0d7130,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-72B-Chat,20240825_042930_7c0d7130,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-72B-Chat,20240825_042930_7c0d7130,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-72B-Chat,20240825_042930_7c0d7130,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-72B-Chat,20240825_042930_7c0d7130,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-72B-Chat,20240825_042930_7c0d7130,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-72B-Chat,20240825_042930_7c0d7130,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-72B-Chat,20240825_042930_7c0d7130,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_042051_52511b2a,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_042051_52511b2a,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_042051_52511b2a,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_042051_52511b2a,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_042051_52511b2a,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_042051_52511b2a,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_042051_52511b2a,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_042051_52511b2a,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-4B-Chat,20240825_042752_2f94223d,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-4B-Chat,20240825_042752_2f94223d,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-4B-Chat,20240825_042752_2f94223d,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-4B-Chat,20240825_042752_2f94223d,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-4B-Chat,20240825_042752_2f94223d,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,alternative,general,Qwen_Qwen1.5-4B-Chat,20240825_042752_2f94223d,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-4B-Chat,20240825_042752_2f94223d,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-4B-Chat,20240825_042752_2f94223d,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 5, 'Q2': 5}",5.0,5.0,True,gerrig,alternative,general,mistralai_Mistral-7B-Instruct-v0.1,20240825_042643_b9d690e8,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,mistralai_Mistral-7B-Instruct-v0.1,20240825_042643_b9d690e8,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,mistralai_Mistral-7B-Instruct-v0.1,20240825_042643_b9d690e8,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 4, 'Q2': 1}",4.0,1.0,True,gerrig,alternative,general,mistralai_Mistral-7B-Instruct-v0.1,20240825_042643_b9d690e8,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,mistralai_Mistral-7B-Instruct-v0.1,20240825_042643_b9d690e8,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,mistralai_Mistral-7B-Instruct-v0.1,20240825_042643_b9d690e8,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,mistralai_Mistral-7B-Instruct-v0.1,20240825_042643_b9d690e8,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 5}",4.0,5.0,True,gerrig,alternative,general,mistralai_Mistral-7B-Instruct-v0.1,20240825_042643_b9d690e8,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-7B-Chat,20240825_042804_ded03fb6,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,alternative,general,Qwen_Qwen1.5-7B-Chat,20240825_042804_ded03fb6,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-7B-Chat,20240825_042804_ded03fb6,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-7B-Chat,20240825_042804_ded03fb6,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-7B-Chat,20240825_042804_ded03fb6,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-7B-Chat,20240825_042804_ded03fb6,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-7B-Chat,20240825_042804_ded03fb6,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-7B-Chat,20240825_042804_ded03fb6,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_042654_e13a155a,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,alternative,general,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_042654_e13a155a,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_042654_e13a155a,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,alternative,general,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_042654_e13a155a,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,alternative,general,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_042654_e13a155a,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_042654_e13a155a,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_042654_e13a155a,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,general,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_042654_e13a155a,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,Qwen_Qwen2-72B-Instruct,20240825_043100_6ea475a6,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,Qwen_Qwen2-72B-Instruct,20240825_043100_6ea475a6,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,Qwen_Qwen2-72B-Instruct,20240825_043100_6ea475a6,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,Qwen_Qwen2-72B-Instruct,20240825_043100_6ea475a6,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,Qwen_Qwen2-72B-Instruct,20240825_043100_6ea475a6,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,Qwen_Qwen2-72B-Instruct,20240825_043100_6ea475a6,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,Qwen_Qwen2-72B-Instruct,20240825_043100_6ea475a6,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,Qwen_Qwen2-72B-Instruct,20240825_043100_6ea475a6,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_041930_dce6f2ac,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_041930_dce6f2ac,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_041930_dce6f2ac,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_041930_dce6f2ac,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_041930_dce6f2ac,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_041930_dce6f2ac,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_041930_dce6f2ac,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,alternative,general,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,20240825_041930_dce6f2ac,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,{'Q2': 7},2.0,7.0,False,gerrig,alternative,general,google_gemma-2b-it,20240825_042540_543781aa,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,{'Q2': 7},2.0,7.0,False,gerrig,alternative,general,google_gemma-2b-it,20240825_042540_543781aa,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,{'Q2': 7},2.0,7.0,False,gerrig,alternative,general,google_gemma-2b-it,20240825_042540_543781aa,20240825_203411_5db1e5d2
Experiment B,Unused Comb,{'Q2': 7},2.0,7.0,False,gerrig,alternative,general,google_gemma-2b-it,20240825_042540_543781aa,20240825_203411_5db1e5d2
Experiment B,Used Comb,{'Q2': 7},2.0,7.0,False,gerrig,alternative,general,google_gemma-2b-it,20240825_042540_543781aa,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 6, 'Q2': 7}",6.0,7.0,True,gerrig,alternative,general,google_gemma-2b-it,20240825_042540_543781aa,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,{'Q2': 7},2.0,7.0,False,gerrig,alternative,general,google_gemma-2b-it,20240825_042540_543781aa,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 6, 'Q2': 6}",6.0,6.0,True,gerrig,alternative,general,google_gemma-2b-it,20240825_042540_543781aa,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-110B-Chat,20240825_043012_b952ad1d,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-110B-Chat,20240825_043012_b952ad1d,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 5}",4.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-110B-Chat,20240825_043012_b952ad1d,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-110B-Chat,20240825_043012_b952ad1d,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,general,Qwen_Qwen1.5-110B-Chat,20240825_043012_b952ad1d,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,alternative,general,Qwen_Qwen1.5-110B-Chat,20240825_043012_b952ad1d,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,alternative,general,Qwen_Qwen1.5-110B-Chat,20240825_043012_b952ad1d,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 5}",4.0,5.0,True,gerrig,alternative,general,Qwen_Qwen1.5-110B-Chat,20240825_043012_b952ad1d,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 7, 'Q2': 6}",7.0,6.0,True,gerrig,alternative,creative,google_gemma-7b-it,20240825_041101_0c8086bd,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,alternative,creative,google_gemma-7b-it,20240825_041101_0c8086bd,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,alternative,creative,google_gemma-7b-it,20240825_041101_0c8086bd,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,alternative,creative,google_gemma-7b-it,20240825_041101_0c8086bd,20240825_203411_5db1e5d2
Experiment B,Used Comb,{'Q2': 5},2.0,5.0,False,gerrig,alternative,creative,google_gemma-7b-it,20240825_041101_0c8086bd,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,alternative,creative,google_gemma-7b-it,20240825_041101_0c8086bd,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 1}",1.0,1.0,True,gerrig,alternative,creative,google_gemma-7b-it,20240825_041101_0c8086bd,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 1}",1.0,1.0,True,gerrig,alternative,creative,google_gemma-7b-it,20240825_041101_0c8086bd,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_040532_ee5f4d2e,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,alternative,creative,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_040532_ee5f4d2e,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_040532_ee5f4d2e,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_040532_ee5f4d2e,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_040532_ee5f4d2e,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_040532_ee5f4d2e,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_040532_ee5f4d2e,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,meta-llama_Meta-Llama-3-8B-Instruct-Turbo,20240825_040532_ee5f4d2e,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 4, 'Q2': 5}",4.0,5.0,True,gerrig,alternative,creative,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_041216_7aaa1a1c,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 4, 'Q2': 5}",4.0,5.0,True,gerrig,alternative,creative,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_041216_7aaa1a1c,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,creative,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_041216_7aaa1a1c,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,creative,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_041216_7aaa1a1c,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,creative,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_041216_7aaa1a1c,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,creative,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_041216_7aaa1a1c,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_041216_7aaa1a1c,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,alternative,creative,mistralai_Mixtral-8x22B-Instruct-v0.1,20240825_041216_7aaa1a1c,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,alternative,creative,Qwen_Qwen1.5-14B-Chat,20240825_041325_128c25de,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,Qwen_Qwen1.5-14B-Chat,20240825_041325_128c25de,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,Qwen_Qwen1.5-14B-Chat,20240825_041325_128c25de,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,Qwen_Qwen1.5-14B-Chat,20240825_041325_128c25de,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 7, 'Q2': 6}",7.0,6.0,True,gerrig,alternative,creative,Qwen_Qwen1.5-14B-Chat,20240825_041325_128c25de,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,Qwen_Qwen1.5-14B-Chat,20240825_041325_128c25de,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,Qwen_Qwen1.5-14B-Chat,20240825_041325_128c25de,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,alternative,creative,Qwen_Qwen1.5-14B-Chat,20240825_041325_128c25de,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 7, 'Q2': 6}",7.0,6.0,True,gerrig,alternative,creative,mistralai_Mistral-7B-Instruct-v0.2,20240825_041134_9a7684a8,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,mistralai_Mistral-7B-Instruct-v0.2,20240825_041134_9a7684a8,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,mistralai_Mistral-7B-Instruct-v0.2,20240825_041134_9a7684a8,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,creative,mistralai_Mistral-7B-Instruct-v0.2,20240825_041134_9a7684a8,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,creative,mistralai_Mistral-7B-Instruct-v0.2,20240825_041134_9a7684a8,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,alternative,creative,mistralai_Mistral-7B-Instruct-v0.2,20240825_041134_9a7684a8,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,alternative,creative,mistralai_Mistral-7B-Instruct-v0.2,20240825_041134_9a7684a8,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 7, 'Q2': 5}",7.0,5.0,True,gerrig,alternative,creative,mistralai_Mistral-7B-Instruct-v0.2,20240825_041134_9a7684a8,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,alternative,creative,meta-llama_Llama-2-13b-chat-hf,20240825_040833_7aa441dd,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,alternative,creative,meta-llama_Llama-2-13b-chat-hf,20240825_040833_7aa441dd,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,alternative,creative,meta-llama_Llama-2-13b-chat-hf,20240825_040833_7aa441dd,20240825_203411_5db1e5d2
